#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
ES|EXOR||HNN|37.3537|-2.2974|490.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2025-05-28T00:00:00|
ES|EXOR||HNZ|37.3537|-2.2974|490.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2025-05-28T00:00:00|
ES|EXPAL||HNE|39.5692|2.643|24.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-06-25T00:00:00|
ES|EXPAL||HNN|39.5692|2.643|24.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-06-25T00:00:00|
ES|EXPAL||HNZ|39.5692|2.643|24.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-06-25T00:00:00|
ES|EXPDH||HNE|37.868|-0.7802|41.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2013-02-14T00:00:00|
ES|EXPDH||HNN|37.868|-0.7802|41.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2013-02-14T00:00:00|
ES|EXPDH||HNZ|37.868|-0.7802|41.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2013-02-14T00:00:00|
ES|EXPTO||HNE|37.549|-1.8173|460.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-21T00:00:00|
ES|EXPTO||HNN|37.549|-1.8173|460.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-21T00:00:00|
ES|EXPTO||HNZ|37.549|-1.8173|460.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-21T00:00:00|
ES|EXQUE||HNE|42.348421|2.162662|1200.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-31T09:28:46|
ES|EXQUE||HNN|42.348421|2.162662|1200.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-31T09:28:46|
ES|EXQUE||HNZ|42.348421|2.162662|1200.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-31T09:28:46|
ES|EXRIP||HNE|42.2|2.1886|687.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-11-20T00:00:00|
ES|EXRIP||HNN|42.2|2.1886|687.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-11-20T00:00:00|
ES|EXRIP||HNZ|42.2|2.1886|687.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-11-20T00:00:00|
ES|EXROD||HNE|36.7372|-5.1648|738.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2026-06-08T10:00:00|
ES|EXROD||HNN|36.7372|-5.1648|738.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2026-06-08T10:00:00|
ES|EXROD||HNZ|36.7372|-5.1648|738.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2026-06-08T10:00:00|
ES|EXROQ||HNE|27.798|-17.9864|104.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2011-11-16T00:00:00|2019-04-30T05:46:55
ES|EXROQ||HNN|27.798|-17.9864|104.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2011-11-16T00:00:00|2019-04-30T05:46:55
ES|EXROQ||HNZ|27.798|-17.9864|104.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2011-11-16T00:00:00|2019-04-30T05:46:55
ES|EXSA||HNE|42.77668|-7.41922|491.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-01-03T00:00:00|
ES|EXSA||HNN|42.77668|-7.41922|491.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-01-03T00:00:00|
ES|EXSA||HNZ|42.77668|-7.41922|491.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-01-03T00:00:00|
ES|EXSAL||HNE|36.74413|-3.58703|50.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-10-16T00:00:00|
ES|EXSAL||HNN|36.74413|-3.58703|50.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-10-16T00:00:00|
ES|EXSAL||HNZ|36.74413|-3.58703|50.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2023-10-16T00:00:00|
ES|EXSC2|0K|HNE|28.476053|-16.247617|20.7|0.0|90.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|423013.0|1.0|M/S**2|200.0|2024-12-05T00:00:00|
ES|EXSC2|0K|HNN|28.476053|-16.247617|20.7|0.0|0.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|429289.0|1.0|M/S**2|200.0|2024-12-05T00:00:00|
ES|EXSC2|0K|HNZ|28.476053|-16.247617|20.7|0.0|0.0|-90.0|GrlpFortis@2gGrlpMinimus2@40Vpp|433054.0|1.0|M/S**2|200.0|2024-12-05T00:00:00|
ES|EXSCF|0K|HNE|41.8603|2.6617|142.0|0.0|90.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|433054.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSCF|0K|HNN|41.8603|2.6617|142.0|0.0|0.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|429289.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSCF|0K|HNZ|41.8603|2.6617|142.0|0.0|0.0|-90.0|GrlpFortis@2gGrlpMinimus2@40Vpp|423013.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSEU||HNE|42.357977|1.459861|693.4|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-30T10:24:37|
ES|EXSEU||HNN|42.357977|1.459861|693.4|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-30T10:24:37|
ES|EXSEU||HNZ|42.357977|1.459861|693.4|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2019-07-30T10:24:37|
ES|EXSF2||HNE|37.1881|-3.7107|583.0|0.0|90.0|0.0|GeoSigGSR-M_0858|0.101972|1.0|M/S**2|200.0|2010-10-27T00:00:00|
ES|EXSF2||HNN|37.1881|-3.7107|583.0|0.0|0.0|0.0|GeoSigGSR-M_0858|0.101972|1.0|M/S**2|200.0|2010-10-27T00:00:00|
ES|EXSF2||HNZ|37.1881|-3.7107|583.0|0.0|0.0|-90.0|GeoSigGSR-M_0858|0.101972|1.0|M/S**2|200.0|2010-10-27T00:00:00|
ES|EXSFS||HNE|36.4655|-6.2055|38.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-11-27T00:00:00|
ES|EXSFS||HNN|36.4655|-6.2055|38.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-11-27T00:00:00|
ES|EXSFS||HNZ|36.4655|-6.2055|38.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-11-27T00:00:00|
ES|EXSJO||HNE|36.7604|-2.1098|25.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-02-05T00:00:00|
ES|EXSJO||HNN|36.7604|-2.1098|25.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-02-05T00:00:00|
ES|EXSJO||HNZ|36.7604|-2.1098|25.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2024-02-05T00:00:00|
ES|EXSPT|0K|HNE|42.5749|1.0914|1328.0|0.0|90.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|428870.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSPT|0K|HNN|42.5749|1.0914|1328.0|0.0|0.0|0.0|GrlpFortis@2gGrlpMinimus2@40Vpp|428033.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSPT|0K|HNZ|42.5749|1.0914|1328.0|0.0|0.0|-90.0|GrlpFortis@2gGrlpMinimus2@40Vpp|424686.0|1.0|M/S**2|200.0|2024-11-29T00:00:00|
ES|EXSTF||HNE|37.1894|-3.7181|579.0|0.0|90.0|0.0|KnmxSSA2_9733|1.01972|1.0|M/S**2|200.0|1992-12-23T00:00:00|
ES|EXSTF||HNN|37.1894|-3.7181|579.0|0.0|0.0|0.0|KnmxSSA2_9733|1.01972|1.0|M/S**2|200.0|1992-12-23T00:00:00|
ES|EXSTF||HNZ|37.1894|-3.7181|579.0|0.0|0.0|-90.0|KnmxSSA2_9733|1.01972|1.0|M/S**2|200.0|1992-12-23T00:00:00|
ES|EXTA2||HNE|36.0226|-5.5992|65.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-07-12T00:00:00|
ES|EXTA2||HNN|36.0226|-5.5992|65.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-07-12T00:00:00|
ES|EXTA2||HNZ|36.0226|-5.5992|65.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-07-12T00:00:00|
ES|EXTOT||HNE|37.7698|-1.4979|249.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-20T00:00:00|
ES|EXTOT||HNN|37.7698|-1.4979|249.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-20T00:00:00|
ES|EXTOT||HNZ|37.7698|-1.4979|249.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-06-20T00:00:00|
ES|EXTPC||HNE|37.7433|-0.9575|44.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-03-04T00:00:00|
ES|EXTPC||HNN|37.7433|-0.9575|44.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-03-04T00:00:00|
ES|EXTPC||HNZ|37.7433|-0.9575|44.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2015-03-04T00:00:00|
ES|EXV02|0K|HNE|39.4808|-0.3661|5.0|0.0|90.0|0.0|GrlpFortisT1389@2gGrlpMinimus2@40Vpp|431799.0|1.0|M/S**2|200.0|2024-12-09T00:00:00|
ES|EXV02|0K|HNN|39.4808|-0.3661|5.0|0.0|0.0|0.0|GrlpFortisT1389@2gGrlpMinimus2@40Vpp|431799.0|1.0|M/S**2|200.0|2024-12-09T00:00:00|
ES|EXV02|0K|HNZ|39.4808|-0.3661|5.0|0.0|0.0|-90.0|GrlpFortisT1389@2gGrlpMinimus2@40Vpp|430962.0|1.0|M/S**2|200.0|2024-12-09T00:00:00|
ES|EXVDE||HNE|27.81283|-17.91573|615.4|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-04-20T00:00:00|2022-11-04T11:37:22
ES|EXVDE||HNN|27.81283|-17.91573|615.4|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-04-20T00:00:00|2022-11-04T11:37:22
ES|EXVDE||HNZ|27.81283|-17.91573|615.4|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2021-04-20T00:00:00|2022-11-04T11:37:22
ES|EXVE2||HNE|37.2522|-1.8705|102.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-10-17T00:00:00|
ES|EXVE2||HNN|37.2522|-1.8705|102.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-10-17T00:00:00|
ES|EXVE2||HNZ|37.2522|-1.8705|102.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMS2410Vpp200sps|384956.0|1.0|M/S**2|200.0|2012-10-17T00:00:00|
ES|EXVEN||HNE|37.0672|-3.8211|856.0|0.0|90.0|0.0|GeoSigGSR-24_1456|0.101972|1.0|M/S**2|200.0|2016-04-13T00:00:00|
ES|EXVEN||HNN|37.0672|-3.8211|856.0|0.0|0.0|0.0|GeoSigGSR-24_1456|0.101972|1.0|M/S**2|200.0|2016-04-13T00:00:00|
ES|EXVEN||HNZ|37.0672|-3.8211|856.0|0.0|0.0|-90.0|GeoSigGSR-24_1456|0.101972|1.0|M/S**2|200.0|2016-04-13T00:00:00|
ES|EXVI3||HNE|42.6328|0.7669|1582.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-05-25T00:00:00|
ES|EXVI3||HNN|42.6328|0.7669|1582.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-05-25T00:00:00|
ES|EXVI3||HNZ|42.6328|0.7669|1582.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-05-25T00:00:00|
ES|EXVVD||HNE|27.8074|-17.9112|540.0|0.0|90.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-11-04T12:41:43|2023-11-29T16:09:02
ES|EXVVD||HNN|27.8074|-17.9112|540.0|0.0|0.0|0.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-11-04T12:41:43|2023-11-29T16:09:02
ES|EXVVD||HNZ|27.8074|-17.9112|540.0|0.0|0.0|-90.0|GeoSigAC73i2gGeoSigGMSplus10Vpp200sps|384956.0|1.0|M/S**2|200.0|2022-11-04T12:41:43|2023-11-29T16:09:02
ES|EZAM||EHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|KnmxRangerSS1KnxDataSeisDigitalVAX|273661000.0|5.0|M/S|100.0|1987-01-22T00:00:00|1997-06-04T00:00:00
ES|EZAM||HHE|42.1478|-8.6965|398.0|0.0|90.0|0.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2012-11-07T09:59:20|2021-09-13T14:26:32
ES|EZAM||HHE|42.1478|-8.6965|398.0|0.0|90.0|0.0|NmxTrillium120PA1201VmsNmxTaurus16VppLoImp1mHzRFon|1200960000.0|1.0|M/S|100.0|2021-09-20T13:17:30|2021-09-24T07:15:51
ES|EZAM||HHE|42.1478|-8.6965|398.0|0.0|90.0|0.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2021-09-24T07:15:52|2023-11-06T21:16:51
ES|EZAM||HHE|42.1478|-8.6965|398.0|0.0|90.0|0.0|NmxTrillium120PA1201VmsNmxCentaur40VppLPha1mHzRFon|480385000.0|1.0|M/S|100.0|2023-11-16T15:39:35|
ES|EZAM||HHN|42.1478|-8.6965|398.0|0.0|0.0|0.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2012-11-07T09:59:20|2021-09-13T14:26:32
ES|EZAM||HHN|42.1478|-8.6965|398.0|0.0|0.0|0.0|NmxTrillium120PA1201VmsNmxTaurus16VppLoImp1mHzRFon|1200960000.0|1.0|M/S|100.0|2021-09-20T13:17:30|2021-09-24T07:15:51
ES|EZAM||HHN|42.1478|-8.6965|398.0|0.0|0.0|0.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2021-09-24T07:15:52|2023-11-06T21:16:51
ES|EZAM||HHN|42.1478|-8.6965|398.0|0.0|0.0|0.0|NmxTrillium120PA1201VmsNmxCentaur40VppLPha1mHzRFon|480385000.0|1.0|M/S|100.0|2023-11-16T15:39:35|
ES|EZAM||HHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2012-11-07T09:59:20|2021-09-13T14:26:32
ES|EZAM||HHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|NmxTrillium120PA1201VmsNmxTaurus16VppLoImp1mHzRFon|1200960000.0|1.0|M/S|100.0|2021-09-20T13:17:30|2021-09-24T07:15:51
ES|EZAM||HHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|NmxTrillium120PA1201VmsNmxTaurus40VppLoImp1mHzRFon|480390000.0|1.0|M/S|100.0|2021-09-24T07:15:52|2023-11-06T21:16:51
ES|EZAM||HHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|NmxTrillium120PA1201VmsNmxCentaur40VppLPha1mHzRFon|480385000.0|1.0|M/S|100.0|2023-11-16T15:39:35|
ES|EZAM||SHZ|42.1478|-8.6965|398.0|0.0|0.0|-90.0|KnmxRangerSS1PrestonPresys1000|547321000.0|5.0|M/S|50.0|1996-11-02T00:00:00|2012-04-05T00:00:00
ES|EZAR||HHE|37.874981|-1.694093|1020.0|0.0|90.0|0.0|NmxTrill120QA3g1203VmsNmxTaurus40VppLImp1mHzRFon|480984000.0|1.0|M/S|100.0|2015-12-14T15:42:58|2020-03-12T05:55:34
ES|EZAR||HHE|37.874981|-1.694093|1020.0|0.0|90.0|0.0|NmxTrillium120QA3g1203VmsNmxCentaur40VppLPh1mHzRF|480985000.0|1.0|M/S|100.0|2020-03-27T20:03:39|
ES|EZAR||HHN|37.874981|-1.694093|1020.0|0.0|0.0|0.0|NmxTrill120QA3g1203VmsNmxTaurus40VppLImp1mHzRFon|480984000.0|1.0|M/S|100.0|2015-12-14T15:42:58|2020-03-12T05:55:34
ES|EZAR||HHN|37.874981|-1.694093|1020.0|0.0|0.0|0.0|NmxTrillium120QA3g1203VmsNmxCentaur40VppLPh1mHzRF|480985000.0|1.0|M/S|100.0|2020-03-27T20:03:39|
ES|EZAR||HHZ|37.874981|-1.694093|1020.0|0.0|0.0|-90.0|NmxTrill120QA3g1203VmsNmxTaurus40VppLImp1mHzRFon|480984000.0|1.0|M/S|100.0|2015-12-14T15:42:58|2020-03-12T05:55:34
ES|EZAR||HHZ|37.874981|-1.694093|1020.0|0.0|0.0|-90.0|NmxTrillium120QA3g1203VmsNmxCentaur40VppLPh1mHzRF|480985000.0|1.0|M/S|100.0|2020-03-27T20:03:39|
ES|GGC||HHE|28.1216|-15.6374|548.0|0.0|65.7|0.0|GrlpUnk@100s1500VmsGrlpUnk|469460000.0|1.0|M/S|100.0|2014-03-24T00:00:00|2017-02-24T08:28:40
ES|GGC||HHE|28.1216|-15.6374|548.0|0.0|65.7|0.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|746727000.0|1.0|M/S|100.0|2017-02-24T09:30:00|2018-06-19T10:49:11
ES|GGC||HHE|28.1216|-15.6374|548.0|0.0|90.0|0.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|746727000.0|1.0|M/S|100.0|2018-06-19T10:57:03|
ES|GGC||HHN|28.1216|-15.6374|548.0|0.0|335.7|0.0|GrlpUnk@100s1500VmsGrlpUnk|467597000.0|1.0|M/S|100.0|2014-03-24T00:00:00|2017-02-24T08:28:40
ES|GGC||HHN|28.1216|-15.6374|548.0|0.0|335.7|0.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|748602000.0|1.0|M/S|100.0|2017-02-24T09:30:00|2018-06-19T10:49:11
ES|GGC||HHN|28.1216|-15.6374|548.0|0.0|0.0|0.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|748602000.0|1.0|M/S|100.0|2018-06-19T10:57:03|
ES|GGC||HHZ|28.1216|-15.6374|548.0|0.0|0.0|-90.0|GrlpUnk@100s1500VmsGrlpUnk|471338000.0|1.0|M/S|100.0|2014-03-24T00:00:00|2017-02-24T08:28:40
ES|GGC||HHZ|28.1216|-15.6374|548.0|0.0|0.0|-90.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|747352000.0|1.0|M/S|100.0|2017-02-24T09:30:00|2018-06-19T10:49:11
ES|GGC||HHZ|28.1216|-15.6374|548.0|0.0|0.0|-90.0|GrlpCMG6T@30s100Hz2400VmsGrlpDM24Mk3FixTap6|747352000.0|1.0|M/S|100.0|2018-06-19T10:57:03|
ES|GGC||SHZ|28.1216|-15.6374|548.0|0.0|0.0|-90.0|UnkSensorKnmxDataSeis|1107900000000.0|5.0|M/S|50.0|2010-07-21T00:00:00|2014-03-24T00:00:00
ES|GUD||EHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|KnmxRangerSS1KnmxDataSeisDigitalVAX|499027000.0|5.0|M/S|100.0|1986-10-20T00:00:00|1997-06-04T00:00:00
ES|GUD||HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|GrlpCMG6TDunknown|626900000.0|1.0|M/S|100.0|2008-06-20T10:32:30|2011-09-27T08:34:40
ES|GUD||HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|StrSTS2g1GrlpDM24mk3tap23|543664000.0|1.0|M/S|100.0|2011-09-27T12:25:10|2020-07-08T10:56:28
ES|GUD||HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|StrSTS2g3GrlpDM24mk3tap23|522754000.0|1.0|M/S|100.0|2020-07-08T10:57:56|2023-08-10T07:42:08
ES|GUD||HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|GrlpCertis@1000VmsGrlpDM24mk3|342230000.0|1.0|M/S|100.0|2023-08-10T07:52:10|2025-05-07T08:39:29
ES|GUD||HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|RtkColt120s2000VmsRtkWrangler40VppGain1|836786000.0|1.0|M/S|100.0|2025-05-07T10:10:18|
ES|GUD||HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|GrlpCMG6TDunknown|596716000.0|1.0|M/S|100.0|2008-06-20T10:32:30|2011-09-27T08:34:40
ES|GUD||HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|StrSTS2g1GrlpDM24mk3tap23|544043000.0|1.0|M/S|100.0|2011-09-27T12:25:10|2020-07-08T10:56:28
ES|GUD||HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|StrSTS2g3GrlpDM24mk3tap23|523118000.0|1.0|M/S|100.0|2020-07-08T10:57:56|2023-08-10T07:42:08
ES|GUD||HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|GrlpCertis@1000VmsGrlpDM24mk3|342468000.0|1.0|M/S|100.0|2023-08-10T07:52:10|2025-05-07T08:39:29
ES|GUD||HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|RtkColt120s2000VmsRtkWrangler40VppGain1|840917000.0|1.0|M/S|100.0|2025-05-07T10:10:18|
ES|GUD||HHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|GrlpCMG6TDunknown|625533000.0|1.0|M/S|100.0|2008-06-20T10:32:30|2011-09-27T08:34:40
ES|GUD||HHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|StrSTS2g1GrlpDM24mk3tap23|543853000.0|1.0|M/S|100.0|2011-09-27T12:25:10|2020-07-08T10:56:28
ES|GUD||HHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|StrSTS2g3GrlpDM24mk3tap23|522935000.0|1.0|M/S|100.0|2020-07-08T10:57:56|2023-08-10T07:42:08
ES|GUD||HHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|GrlpCertis@1000VmsGrlpDM24mk3|342348000.0|1.0|M/S|100.0|2023-08-10T07:52:10|2025-05-07T08:39:29
ES|GUD||HHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|RtkColt120s2000VmsRtkWrangler40VppGain1|836737000.0|1.0|M/S|100.0|2025-05-07T10:10:18|
ES|GUD||SHZ|40.642014|-4.152724|1268.0|0.0|0.0|-90.0|KnmxRangerSS1PrestonPreSys1000|998053000.0|5.0|M/S|50.0|1996-11-02T00:00:00|2013-07-19T09:11:05
ES|GUD|00|HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|RtkColt120s2000VmsRtkWrangler40VppGain1|836786000.0|1.0|M/S|100.0|2022-01-27T00:00:00|2023-12-15T08:38:35
ES|GUD|00|HHE|40.642014|-4.152724|1268.0|0.0|90.0|0.0|LntkTellus@120s1500VmsLntkAtlasFPlus40Vpp100Hz|10064800000.0|1.0|M/S|100.0|2026-03-04T11:00:00|
ES|GUD|00|HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|RtkColt120s2000VmsRtkWrangler40VppGain1|840917000.0|1.0|M/S|100.0|2022-01-27T00:00:00|2023-12-15T08:38:35
ES|GUD|00|HHN|40.642014|-4.152724|1268.0|0.0|0.0|0.0|LntkTellus@120s1500VmsLntkAtlasFPlus40Vpp100Hz|10064800000.0|1.0|M/S|100.0|2026-03-04T11:00:00|
