#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
ES|EXROD|36.7372|-5.1648|738.0|Ronda (Malaga),Spain|2026-06-08T10:00:00|
ES|EXROQ|27.798|-17.9864|104.0|Frontera - El Hierro,Spain|2011-11-16T00:00:00|2019-04-30T05:46:55
ES|EXSA|42.77668|-7.41922|491.0|Sarria (Lugo),Spain|2023-01-03T00:00:00|
ES|EXSAL|36.74413|-3.58703|50.0|Salobrenia (Granada),Spain|2023-10-16T00:00:00|
ES|EXSC2|28.476053|-16.247617|20.7|Santa Cruz de Tenerife (Tenerife),Spain|2024-12-05T00:00:00|
ES|EXSCF|41.8603|2.6617|142.0|Santa Coloma de Farners (Girona),Spain|2024-11-29T00:00:00|
ES|EXSEU|42.357977|1.459861|693.4|La Seu d'Urgell (Lleida),Spain|2019-07-30T10:24:37|
ES|EXSF2|37.1881|-3.7107|583.0|Santa Fe (Granada),Spain|2010-10-27T00:00:00|
ES|EXSFS|36.4655|-6.2055|38.0|San Fernando (Cadiz),Spain|2015-11-27T00:00:00|
ES|EXSJO|36.7604|-2.1098|25.0|San Jose - Nijar (Almeria),Spain|2024-02-05T00:00:00|
ES|EXSPT|42.5749|1.0914|1328.0|Espot (Lleida),Spain|2024-11-29T00:00:00|
ES|EXSTF|37.1894|-3.7181|579.0|Santa Fe (Granada),Spain|1992-12-23T00:00:00|
ES|EXTA2|36.0226|-5.5992|65.0|Tarifa (Cadiz),Spain|2021-07-12T00:00:00|
ES|EXTOT|37.7698|-1.4979|249.0|Totana (Murcia),Spain|2012-06-20T00:00:00|
ES|EXTPC|37.7433|-0.9575|44.0|Torre-Pacheco (Murcia),Spain|2015-03-04T00:00:00|
ES|EXV02|39.4808|-0.3661|5.0|Valencia (Valencia),Spain|2024-12-09T00:00:00|
ES|EXVDE|27.81283|-17.91573|615.4|Valverde (El Hierro),Spain|2021-04-20T00:00:00|2022-11-04T11:37:22
ES|EXVE2|37.2522|-1.8705|102.0|Vera (Almeria),Spain|2012-10-17T00:00:00|
ES|EXVEN|37.0672|-3.8211|856.0|Ventas de Huelma (Granada),Spain|2016-04-13T00:00:00|
ES|EXVI3|42.6328|0.7669|1582.0|Vielha e Mijaran (Lleida),Spain|2022-05-25T00:00:00|
ES|EXVVD|27.8074|-17.9112|540.0|Valverde (El Hierro),Spain|2022-11-04T12:41:43|2023-11-29T16:09:02
ES|EZAM|42.1478|-8.6965|398.0|Vigo (Pontevedra),Spain|1986-12-22T00:00:00|
ES|EZAR|37.874981|-1.694093|1020.0|Zarzadilla de Totana (Lorca - Murcia),Spain|2015-12-14T15:42:58|
ES|GGC|28.1216|-15.6374|548.0|Santa Maria de Guia de Gran Canaria (Gran Canaria),Spain|2010-07-21T00:00:00|
ES|GUD|40.642014|-4.152724|1268.0|San Lorenzo de El Escorial (Madrid),Spain|1986-10-20T00:00:00|
ES|GUIA|28.2475|-16.7208|1821.0|Guia de Isora (Isla de Tenerife) IGN,Spain|2008-07-15T00:00:00|
ES|IELO|42.8432|-1.2366|819.0|Elcoad (Urraul Alto - Navarra/Nafarroa),Spain|2008-07-18T00:00:00|2013-04-13T12:06:00
ES|IEPA|42.7794|-1.2669|769.0|Eparoz (Urraul Alto - Navarra/Nafarroa),Spain|2008-07-18T00:00:00|2013-04-13T12:06:00
ES|IPRE|42.8047|-1.3569|531.0|Embalse de Itoiz (Longuida - Navarra/Nafarroa),Spain|2005-05-30T00:00:00|2012-12-17T18:50:00
ES|IUNC|42.7559|-1.4989|766.0|Unciti (Navarra/Nafarroa),Spain|2005-05-30T00:00:00|2013-08-22T06:26:00
ES|IUSE|42.9469|-1.5478|870.0|Utxeti (Esteribar - Navarra/Nafarroa),Spain|2005-05-30T00:00:00|2011-12-16T07:02:00
ES|IZUN|42.861|-1.4564|701.0|Zunzarren (Linzoain - Navarra/Nafarroa),Spain|2005-05-30T00:00:00|2013-11-21T15:08:00
ES|PSIM|38.820243|-3.756445|730.5|Granatula de Calatrava (Ciudad Real),Spain|2016-09-28T00:00:00|
ES|PTAR|36.03101|-5.570797|110.0|Tarifa (Cadiz),Spain|2021-06-29T11:27:21|
ES|RETOR|40.818524|-2.056649|1023.0|Torete (Guadalajara),Spain|2000-05-17T00:00:00|
ES|STS|42.88532|-8.55154|250.0|Santiago de Compostela (A Corunia),Spain|1986-09-26T00:00:00|
ES|TBT|28.68091|-17.916539|180.0|El Paso,La Palma,Spain|2010-07-23T00:00:00|
ES|TLOR|37.655196|-1.688587|314.0|Lorca (Murcia),Spain|2011-08-03T16:00:00|
ES|UJA|37.7869|-3.7775|433.0|Universidad de Jaen (Jaen),Spain|2012-12-09T00:00:00|2016-05-23T00:00:00
ES|UMV10|37.9975|-3.5452|503.0|Lupion,Jaen,Spain|2014-09-17T00:00:00|2015-02-18T11:06:00
ES|UMV11|39.0416|-2.48883|907.0|Munera,Albacete,Spain|2015-02-24T11:38:35|2015-05-07T11:05:09
ES|UMV12|37.048158|-5.178251|520.0|Villanueva de San Juan (Sevilla),Spain|2019-10-15T12:11:32|2020-01-20T09:34:51
ES|UMV14|42.857133|-1.45734|520.0|Zunzarren (Lizoain-Arriasgoiti - Navarra),Spain|2020-10-02T08:52:55|2020-11-23T14:34:59
ES|UMV15|37.214246|-3.771256|549.0|Fuente Vaqueros (Granada),Spain|2021-01-26T09:57:59|2021-06-15T07:07:38
ES|UMV6|37.6559|-1.6889|370.0|Lorca,Murcia,Spain|2011-05-12T09:16:50|2011-07-28T13:12:00
ES|UMV7|36.7679|-2.6093|70.0|Roquetas de Mar,Almeria,Spain|2012-04-18T16:35:30|2012-06-11T18:13:10
ES|UMV8|38.0385|-3.2787|845.0|Torreperogil,Jaen,Spain|2012-10-11T09:30:20|2013-06-11T07:52:00
ES|UMV9|40.3344|-3.8326|750.0|Alcorcon,Madrid,Spain|2013-11-05T15:48:00|2014-01-23T10:25:28
ES|VPORT|36.985878|-25.126144|228.0|Vila do Porto (Isla de Santa Maria - Islas Azores),Portugal|2017-02-17T09:04:48|
ES|YARA|42.6477|-1.1902|1303.0|Arangoiti (Lumbier - Navarra/Nafarroa),Spain|2009-12-01T00:00:00|2013-04-13T12:06:00
ES|YASP|42.7292|-1.1634|692.0|Aspurz (Navascues - Navarra/Nafarroa),Spain|2010-05-20T00:00:00|2013-04-13T12:06:00
ES|YBER|42.581|-0.9182|632.0|Canal de Berdun (Huesca),Spain|2010-05-20T00:00:00|2011-11-24T19:40:00
ES|YEBES|40.52382|-3.09015|917.0|Yebes (Guadalajara),Spain|2019-09-18T14:09:12|
ES|YMUS|42.5838|-1.0202|594.0|Pena Musera (Sigues - Zaragoza),Spain|2010-06-16T00:00:00|2013-04-13T12:06:00
ES|YNAR|42.6375|-1.3672|740.0|Nardues-Aldunate (Urraul Bajo - Navarra/Nafarroa),Spain|2009-12-01T00:00:00|2012-12-29T01:09:00
ES|YSIG|42.6396|-0.9946|776.0|Sigues (Zaragoza),Spain|2010-07-19T00:00:00|2013-04-13T12:06:00
ES|YSOS|42.4554|-1.147|881.0|Sos del Rey Catolico (Zaragoza),Spain|2010-05-20T00:00:00|2013-04-13T12:06:00
ES|YUND|42.5768|-1.1331|872.0|Undues de Lerda (Zaragoza),Spain|2010-05-20T00:00:00|2013-04-13T12:06:00
ES|ZVGAR|42.143052|2.510075|550.0|Santa Pau (Girona),Spain|2021-08-06T10:49:56|
